Month,East_North_Central_NSA,East_North_Central_SA,East_South_Central_NSA,East_South_Central_SA,Middle_Atlantic_NSA,Middle_Atlantic_SA,Mountain_NSA,Mountain_SA,New_England_NSA,New_England_SA,Pacific_NSA,Pacific_SA,South_Atlantic_NSA,South_Atlantic_SA,West_North_Central_NSA,West_North_Central_SA,West_South_Central_NSA,West_South_Central_SA,USA_NSA,USA_SA
2002-04-01 00:00:00,166.41,165.34,153.58,152.98,144.16,144.23,185.33,184.8,165.89,165.58,152.65,152.29,156.13,155.31,172.8,172,153.89,152.66,159.03,158.32
2002-05-01 00:00:00,168,166,154.42,153.54,146.75,145.86,186.15,185.29,168.09,167.03,155.74,154.51,157.51,156.27,174.51,172.64,154.61,153.2,160.75,159.38
2002-06-01 00:00:00,169.24,166.87,155.38,153.77,149.09,146.76,187.27,185.81,172.02,169.47,157.98,156.51,158.8,157.16,176.13,173.77,155.14,153.57,162.32,160.39
2002-07-01 00:00:00,169.72,167.24,155.42,154.06,150.82,148.45,188.06,186.73,175.45,172.38,160.12,158.57,159.84,158.14,176.84,174.23,155.4,153.81,163.4,161.41
2002-08-01 00:00:00,170.12,167.82,156.75,155.38,152.41,150.06,189.74,188.39,175.56,173.23,161.75,160.33,160.41,158.89,177.38,175.14,155.79,154.14,164.29,162.43
2002-09-01 00:00:00,170.52,168.64,156.13,154.99,153.24,151.23,189.29,188.29,177.18,174.68,162.78,161.59,162.15,160.7,177.78,175.96,156.06,154.93,165.01,163.43
2002-10-01 00:00:00,170.54,169.03,157.42,156.32,154.11,152.77,190.6,190.06,178.37,176.63,164.52,163.98,162.63,161.45,177.93,176.69,156.45,155.44,165.74,164.57
2002-11-01 00:00:00,170.98,170.32,157.23,156.71,154.74,153.6,190.79,190.65,179.21,178.68,165.07,165.07,163.22,162.62,178.33,177.48,156.25,155.78,166.12,165.52
2002-12-01 00:00:00,170.44,170.46,157.24,157.02,156.25,155.98,191.71,192.27,179.18,179.64,166.42,166.76,164.26,163.94,179,179.17,156.96,156.67,166.79,166.73
2003-01-01 00:00:00,170.91,171.6,157.77,157.41,157.2,156.95,191.73,192.83,180.1,181.44,167.83,169.05,164.67,164.65,179.16,179.85,156.64,157.22,167.31,167.75
2003-02-01 00:00:00,171.5,171.93,158.76,158.77,158.25,158.87,192.47,193.54,180.4,182.35,170.09,170.76,166.26,166.07,179.67,180.49,157.1,157.35,168.38,168.79
2003-03-01 00:00:00,172.6,172.23,158.87,158.79,158.9,159.27,194.24,194.4,182.4,183.05,171.93,172.09,167.17,166.72,181.74,181.3,157.91,157.34,169.54,169.34
2003-04-01 00:00:00,174.05,172.89,159.93,159.31,160.8,160.86,195.97,195.41,186.04,185.5,174.63,174.32,168.64,167.78,182.18,181.38,158.81,157.59,171.16,170.4
2003-05-01 00:00:00,175.83,173.63,160.54,159.62,163.24,162.25,197.1,196.15,187.23,185.83,177.16,175.74,170.43,169.03,184.08,182.08,159.61,158.07,172.85,171.32
2003-06-01 00:00:00,176.57,173.99,162.06,160.3,165.46,162.94,198.55,196.89,190.56,187.75,178.64,176.9,172.06,170.22,185.51,182.98,160.04,158.28,174.26,172.12
2003-07-01 00:00:00,177.52,174.84,162.38,160.84,167.09,164.52,200.2,198.65,191.55,188.23,181.28,179.33,173.54,171.7,186.8,183.91,160.57,158.96,175.59,173.39
2003-08-01 00:00:00,178.12,175.6,163.12,161.6,169.26,166.63,200.97,199.38,193.11,190.65,184.03,182.3,174.13,172.36,187.51,185.1,161.3,159.57,176.75,174.67
2003-09-01 00:00:00,178.18,176.17,163.58,162.4,170.63,168.47,202.57,201.42,196.41,193.66,186.27,184.73,175.44,173.82,188.01,186.04,161.59,160.39,177.82,176.08
2003-10-01 00:00:00,178.65,177.05,163.74,162.69,170.68,169.15,203.15,202.52,196.92,195.13,188.69,188.08,176.23,174.93,187.89,186.54,161.07,160.02,178.37,177.11
2003-11-01 00:00:00,178.53,177.88,163.07,162.53,171.91,170.67,203.65,203.52,198.04,197.55,190.97,190.94,177.44,176.68,188.95,188.08,161.19,160.74,179.15,178.51
2003-12-01 00:00:00,178.62,178.73,163.87,163.66,173.33,173.07,205.2,205.86,199.09,199.76,193.39,193.89,178.12,177.83,188.03,188.27,161.83,161.56,179.99,179.98
2004-01-01 00:00:00,177.51,178.38,164.38,164.25,174.01,173.76,206.81,208.18,199.16,200.76,195.3,197.02,179.7,179.87,188.87,189.77,160.94,161.52,180.51,181.13
2004-02-01 00:00:00,179.38,180.01,165.46,165.54,175.98,176.57,207.57,208.88,199.9,202.03,198.15,198.89,180.86,180.78,189.65,190.42,162.09,162.41,182.03,182.52
2004-03-01 00:00:00,180.57,180.33,165.36,165.31,176.3,176.66,210.49,210.73,202.91,203.27,202.56,202.95,183.4,182.86,191.54,191.11,164.13,163.53,184.04,183.86
2004-04-01 00:00:00,182.14,180.87,166.91,166.12,179.23,179.25,214.65,213.97,206.39,205.48,206.12,205.75,185.73,184.72,192.12,191.27,165.1,163.94,186.25,185.38
2004-05-01 00:00:00,183.98,181.5,167.92,166.82,182.47,181.3,216.43,215.26,208.96,206.99,212.34,210.61,188.51,186.86,195.17,193,166.01,164.3,188.91,187.12
2004-06-01 00:00:00,185.22,182.35,170.18,168.26,185.9,183.13,220.89,218.84,213.3,210.19,217.65,215.46,190.82,188.68,196.35,193.59,167.14,165.18,191.5,189.06
2004-07-01 00:00:00,185.91,182.99,170.9,169.16,187.34,184.54,223.01,221.1,215.61,212.08,221.86,219.24,193.06,191.06,197.46,194.26,166.82,165.12,193.05,190.58
2004-08-01 00:00:00,186.44,183.63,171.34,169.67,188.51,185.51,224.54,222.58,216.22,213.49,224.55,222.38,195.26,193.13,197.96,195.33,167.77,165.91,194.35,191.96
2004-09-01 00:00:00,185.96,183.82,171.13,169.85,189.35,187.09,227.86,226.48,218.58,215.66,227.65,225.56,197.09,195.26,198.1,195.9,168.01,166.73,195.41,193.45
2004-10-01 00:00:00,186.37,184.71,171.56,170.62,191.74,189.98,228.27,227.56,218.83,217.03,229.08,228.4,198.55,197.09,198.27,196.79,168.02,166.9,196.28,194.91
2004-11-01 00:00:00,186.14,185.55,171.41,170.81,193.02,191.75,230.38,230.37,217.71,217.26,232.97,232.94,199.89,199.02,199.24,198.43,168.74,168.28,197.34,196.68
2004-12-01 00:00:00,185.78,186.04,173.26,173.07,194,193.81,231.65,232.57,218.93,219.72,236.37,237.19,201.7,201.49,198.07,198.42,168.73,168.54,198.31,198.42
2005-01-01 00:00:00,185.71,186.84,173.03,173.2,195.19,194.9,233.35,235.22,219.7,221.53,236.78,239.12,203.63,204.11,197.84,199,168.85,169.47,198.95,199.83
2005-02-01 00:00:00,185.45,186.25,174.43,174.62,194.93,195.5,238.91,240.49,221.82,224.13,242.23,242.98,205.77,205.84,199.43,200.17,169.75,170.16,200.71,201.29
2005-03-01 00:00:00,187.82,187.68,175.82,175.83,197.34,197.61,242.26,242.55,224.88,224.76,247.15,247.91,209.62,208.89,201.21,200.83,171.39,170.79,203.52,203.32
2005-04-01 00:00:00,189.81,188.48,177.31,176.33,199.51,199.42,247.97,247.19,227.3,225.98,252.07,251.6,212.33,210.97,203.62,202.62,172.74,171.67,206.16,205.12
2005-05-01 00:00:00,191.45,188.66,178.4,177.01,201.44,199.95,252.35,250.78,230.84,228.38,258.16,256.07,215.97,213.95,205.28,202.94,174.52,172.66,208.94,206.81
2005-06-01 00:00:00,192.21,188.99,179.99,177.86,205.53,202.48,256.58,253.9,231.18,227.73,262.24,259.42,219.97,217.31,206.61,203.54,175.93,173.69,211.44,208.58
2005-07-01 00:00:00,192.7,189.49,181.39,179.39,209.35,206.31,259.6,257.22,233.4,229.84,266.9,263.47,222.24,219.92,207.7,204.21,176.86,174.97,213.51,210.68
2005-08-01 00:00:00,192.84,189.7,182.13,180.35,210.41,207.01,263.96,261.49,233.46,230.58,270.17,267.53,225.23,222.65,207.86,204.97,177.14,175.06,214.94,212.19
2005-09-01 00:00:00,193.47,191.23,182.46,181.02,211.52,209.2,266.81,265.21,234.9,232.1,274.4,271.75,226.68,224.58,207.97,205.58,177.96,176.62,216.3,214.15
2005-10-01 00:00:00,193.16,191.51,183.55,182.73,211.65,209.68,269.23,268.52,233.77,232.09,273.87,273.07,227.89,226.18,208.15,206.41,179.49,178.31,216.84,215.34
2005-11-01 00:00:00,192.2,191.71,185.17,184.44,212.65,211.39,270.74,270.95,233.24,232.91,274.18,274.24,230.06,229.16,207.97,207.27,179.61,179.11,217.39,216.75
2005-12-01 00:00:00,191.05,191.54,186.21,186.1,212.27,212.1,272.1,273.47,229.81,230.64,276.72,277.96,231.13,231.04,207.86,208.35,180.6,180.56,217.75,218.02
2006-01-01 00:00:00,190.65,192.03,187.34,187.85,213.97,213.69,273.49,275.98,230.1,232,275.6,278.52,232.59,233.4,207.92,209.43,180.99,181.68,218.24,219.39
2006-02-01 00:00:00,191.18,192.15,187.57,187.85,212.55,213.15,276.87,278.58,230.38,232.71,279.86,280.56,232.88,233.03,208.63,209.4,182.08,182.58,219.16,219.82
2006-03-01 00:00:00,192.11,192.07,189.23,189.29,214.85,214.96,279.85,280.3,232.81,232.26,279.71,280.78,235.72,234.8,210.05,209.85,183.94,183.37,220.9,220.69
2006-04-01 00:00:00,194.38,193.09,191.06,189.91,215.85,215.64,281.4,280.44,232.88,231.22,281.28,280.75,237.17,235.39,211.31,210.06,184.43,183.39,222.31,221.11
2006-05-01 00:00:00,195.68,192.55,192.87,191.11,217.27,215.41,285.13,282.99,234.12,231.43,283.36,281.21,238.11,235.72,212.99,210.43,187.23,185.21,224.08,221.63
2006-06-01 00:00:00,195.63,192.07,194.08,191.57,219.09,215.9,286.44,283.04,234.37,230.87,283.5,280.36,239.21,236.04,213.97,210.54,188.12,185.54,224.88,221.63
2006-07-01 00:00:00,195.65,192.22,194.4,192.15,217.61,214.47,286.28,283.31,233.23,229.96,282.43,278.57,238.79,236.11,215.02,211.3,188.42,186.21,224.63,221.5
2006-08-01 00:00:00,195.12,191.76,194.86,192.96,219.5,215.86,287.43,284.55,231.9,229.13,281.36,278.59,240.1,237.31,214.71,211.59,189.87,187.47,225.07,222.08
2006-09-01 00:00:00,194.22,191.9,194.89,193.24,217.63,215.42,285.96,284.34,230.25,227.88,279.97,277.21,239.94,237.65,213.77,211.27,189.8,188.37,224.27,222.03
2006-10-01 00:00:00,193.02,191.43,194.78,193.9,217.94,215.87,288.65,287.94,229,227.5,276.08,275.14,240.44,238.63,213.31,211.26,190.44,189.12,223.86,222.28
2006-11-01 00:00:00,191.2,190.75,195.68,194.83,217.1,215.92,288.81,289.14,228.28,228.03,276.01,276.16,240.75,239.93,212.95,212.32,191.09,190.52,223.56,222.95
2006-12-01 00:00:00,190.84,191.53,196.42,196.5,215.36,215.19,287.88,289.69,226.07,226.67,274.02,275.48,239.97,240.05,210.36,210.95,190.79,190.98,222.58,223.02
2007-01-01 00:00:00,190.82,192.42,195.46,196.26,216.28,216.05,286.97,289.7,225.89,227.69,274.02,277.1,238.43,239.52,210.92,212.8,192.02,192.86,222.48,223.83
2007-02-01 00:00:00,190.49,191.66,197.23,197.72,215.63,216.23,287.61,289.07,224.43,226.62,273.3,273.87,240.9,241.25,213.16,214.09,192.6,193.24,223.09,223.84
2007-03-01 00:00:00,191.55,191.72,198.45,198.7,217.37,217.33,290.7,291.51,228.68,227.92,277.29,278.53,241.61,240.65,214.09,214.21,194.14,193.69,224.84,224.74
2007-04-01 00:00:00,192.12,190.97,200.82,199.7,220.07,219.84,292.43,291.48,229.39,227.63,276.98,276.54,243.04,240.95,215.01,213.54,195.36,194.23,226.03,224.78
2007-05-01 00:00:00,193.38,189.97,201.12,199.02,220.06,217.9,292.03,289.41,230.46,227.81,274.65,272.67,242.57,239.96,216.16,213.37,196.9,194.78,226.29,223.65
2007-06-01 00:00:00,193.44,189.64,202.1,199.25,220.96,217.73,293.66,289.96,229.02,225.48,272.51,269.32,241.93,238.46,216.6,212.77,197.43,194.53,226.26,222.77
2007-07-01 00:00:00,191.9,188.34,201.33,198.88,220.3,217.06,292.09,288.8,227.85,224.78,270.49,266.61,238.91,235.99,216.89,213.06,198.03,195.44,225,221.7
2007-08-01 00:00:00,191.32,187.8,200.42,198.37,219.93,216.25,290,286.89,227.87,225.18,263.42,260.68,238.93,236.15,215.12,211.74,198.7,196.03,223.79,220.69
2007-09-01 00:00:00,188.72,186.37,201.01,199.21,217.95,215.97,286.16,284.65,225.17,223.16,260.59,257.97,237.19,234.9,215.65,213.16,197.62,196.13,222.01,219.81
2007-10-01 00:00:00,186.72,185.14,199.38,198.4,218.05,215.84,281.65,280.89,224.04,222.52,253.99,252.87,234.71,233,211.17,208.9,197.56,196.23,219.57,217.95
2007-11-01 00:00:00,184.87,184.3,199.64,198.64,216.01,214.89,278.85,279.2,221.62,221.22,247.5,247.63,231.22,230.41,210.81,210.22,196.27,195.7,217.11,216.48
2007-12-01 00:00:00,182.33,183.15,198.46,198.79,215.3,215.15,274.08,276.02,220.65,220.99,241.54,242.96,228.77,228.95,209.39,209.99,196.23,196.71,214.82,215.38
2008-01-01 00:00:00,180.08,181.79,195.06,196.05,214.33,214.29,270.52,272.97,218.1,219.66,236.26,239.02,226.06,227.35,206.54,208.75,194.71,195.7,212.11,213.56
2008-02-01 00:00:00,180.07,181.41,196.84,197.57,213.1,213.73,272.5,273.78,218.75,220.92,231.94,232.5,223.55,224.15,206.64,207.82,195.23,196.01,211.33,212.21
2008-03-01 00:00:00,180,180.52,196.77,197.35,213.14,213.17,269.68,270.96,218,217.41,224.43,225.43,223.36,222.66,207.55,208.08,195.43,195.15,210.24,210.38
2008-04-01 00:00:00,179.63,178.72,197.77,196.89,211.3,211.07,266.21,265.47,217.54,215.81,220.95,220.59,221.41,219.44,208.38,206.88,196.18,194.86,209.18,208.02
2008-05-01 00:00:00,180.63,177.23,198.8,196.56,213.49,211.26,265.59,262.93,215.83,213.31,216.88,215.33,217.19,214.64,207.79,205.02,197.02,194.85,208.32,205.74
2008-06-01 00:00:00,180.43,176.64,198.22,195.25,212.33,209.16,262.71,259.23,216.45,212.93,214.61,211.98,216.4,212.99,208.97,204.89,198.71,195.58,207.83,204.41
2008-07-01 00:00:00,179.06,175.47,197.02,194.38,211.87,208.55,258.42,255.09,214.34,211.46,210.52,207.27,213.31,210.41,207.54,203.71,198.11,195.22,205.77,202.49
2008-08-01 00:00:00,177.93,174.46,195.48,193.28,210.8,207.25,254.7,251.85,212.43,209.86,205.59,203.33,209.5,206.94,207.08,203.65,196.39,193.66,203.38,200.43
2008-09-01 00:00:00,173.96,171.63,194.23,192.39,209.85,207.98,250.75,249.31,210.12,208.37,201.52,199.38,205.66,203.51,204.3,201.9,196.99,195.5,200.65,198.57
2008-10-01 00:00:00,172.92,171.41,192.71,191.61,206.97,204.68,243.63,242.84,210.74,209.02,197.86,196.73,203.8,202.33,204,201.63,194.82,193.51,198.51,196.93
2008-11-01 00:00:00,169.21,168.4,191.61,190.64,205.43,204.37,237.24,237.45,206.48,205.75,192.35,192.3,197.48,196.69,198.12,197.42,191.55,190.98,194.14,193.45
2008-12-01 00:00:00,167.64,168.5,189.29,189.88,202.46,202.3,236.8,238.57,205.29,205.21,189.93,191.14,193.92,194.08,199.11,199.65,191.55,192.21,192.35,192.91
2009-01-01 00:00:00,169.8,171.73,189.37,190.45,201.99,202.11,237.32,239.44,206.35,207.58,186.58,188.87,197.16,198.39,199.44,201.92,191.16,192.33,192.95,194.43
2009-02-01 00:00:00,169.11,170.7,189.33,190.25,202.59,203.3,236.7,237.87,209.86,211.96,187.89,188.58,197.67,198.54,201.78,203.25,192.88,193.81,193.66,194.7
2009-03-01 00:00:00,168.38,169.29,188.91,189.71,202.75,202.97,229.29,230.78,207.43,207.18,185.41,186.29,195.26,194.81,198.77,199.69,193.72,193.54,192.01,192.37
2009-04-01 00:00:00,168.62,167.93,189.6,188.84,201.8,201.58,230.63,230.12,208.89,207.44,184.67,184.45,195.05,193.21,201.37,199.96,193.94,192.38,192.23,191.19
2009-05-01 00:00:00,172.36,168.95,191.09,188.57,203.09,200.89,230.74,228.16,206.47,203.95,185.09,183.73,196.1,193.55,202.69,199.86,195.33,193.13,193.63,191.07
2009-06-01 00:00:00,171.55,167.68,194.06,190.89,202.41,199.12,229.61,226.26,207.89,204.13,187.34,184.89,196.53,193.11,204.13,199.77,198.24,194.88,194.48,190.99
2009-07-01 00:00:00,170.23,166.5,191.59,188.52,203.32,199.85,229.28,225.86,207.37,204.4,187.86,184.79,196.46,193.44,203.15,199.04,195.99,192.83,193.82,190.41
2009-08-01 00:00:00,169.78,166.23,191.53,188.97,203.71,200.29,227,224.22,205.61,202.91,188.55,186.39,193.9,191.22,202.63,199.07,195.86,193.17,193.09,190.11
2009-09-01 00:00:00,169.1,166.65,188.09,186.13,201.02,199.11,224.35,222.72,205.17,203.4,187.52,185.49,194.89,192.64,201.23,198.84,194.33,192.82,192.03,189.89
2009-10-01 00:00:00,167.41,165.83,191.04,189.7,202.38,199.99,224.41,223.46,205.45,203.59,188.32,187.09,192.16,190.69,201.78,199.38,196.34,195.12,191.93,190.3
2009-11-01 00:00:00,168.3,167.23,190.1,189.13,201.09,199.98,223.46,223.51,204.33,203.26,189.36,189.23,192.79,191.82,200.8,199.93,194.28,193.69,191.75,190.91
2009-12-01 00:00:00,163.95,164.91,186.59,187.29,200.92,200.74,219.07,220.64,203.66,203.4,185.56,186.79,188.01,188.15,197.81,198.26,193.29,194.2,188.53,189.11
2010-01-01 00:00:00,162.55,164.74,186.08,187.21,199.86,200.17,219.74,221.52,200.76,201.94,183.3,185.7,188.75,190.03,194.16,196.87,192.63,194.09,187.51,189.11
2010-02-01 00:00:00,162.12,164.02,184.41,185.59,200.64,201.61,217.96,219.14,199.08,201.24,185.61,186.75,185.78,186.87,196.05,197.85,192.35,193.47,187.06,188.35
2010-03-01 00:00:00,163,164.22,183.96,184.89,199.22,199.77,216.92,218.6,201.46,201.65,185.59,186.43,187.81,187.51,196.12,197.3,192.95,192.76,187.57,188.1
2010-04-01 00:00:00,164.82,164.23,186.16,185.49,198.77,198.49,219.78,219.29,200.78,199.75,186.98,186.79,189.84,188.09,200.05,198.81,195.61,193.89,189.4,188.39
2010-05-01 00:00:00,167.83,164.4,188.53,185.85,200.86,198.7,219.28,216.58,204.07,201.35,189.07,187.55,188.74,186.03,202.29,199.42,198.24,195.96,191.03,188.36
2010-06-01 00:00:00,166.56,162.5,186.37,183.09,202.35,198.75,216.79,213.2,204.6,200.57,185.72,183.17,189.31,185.72,202.31,197.6,196.41,192.91,190.07,186.38
2010-07-01 00:00:00,165.63,161.58,186.7,183.41,201.57,197.75,215.56,211.8,203.43,200.09,186.06,182.88,186.55,183.37,198.59,194.13,195.94,192.63,188.88,185.22
2010-08-01 00:00:00,165.88,162.17,185.69,183,199.72,196.25,213.98,211.2,203.77,200.77,183.52,181.35,185.78,182.97,199.03,195.39,196.01,193.52,188.11,185.05
2010-09-01 00:00:00,162.92,160.27,184.06,181.97,198.18,196.09,210.15,208.36,201.28,199.38,182.38,180.39,182.51,180.26,196.46,194,192.23,190.76,185.47,183.25
2010-10-01 00:00:00,164.14,162.52,183.04,181.61,200.08,197.68,210.5,209.52,201.73,199.78,179.64,178.41,181.83,180.44,195.51,193.24,191.16,190.17,185.14,183.53
2010-11-01 00:00:00,162.78,161.55,183.01,182.25,197.75,196.56,204.91,204.97,200.27,198.93,178.61,178.45,181.61,180.61,193.27,192.22,190.9,190.37,183.83,182.94
2010-12-01 00:00:00,158.36,159.39,177.99,178.71,195.09,194.96,203.5,205.12,198.16,197.8,175.95,177.2,179.3,179.41,191.96,192.3,188.58,189.58,180.99,181.58
2011-01-01 00:00:00,156.3,158.73,178.81,179.96,193.38,193.85,203.37,205.08,198.56,199.81,172.18,174.63,175.65,176.92,187.26,190.05,187.98,189.5,178.81,180.48
2011-02-01 00:00:00,155.2,157.4,177.52,178.84,192.33,193.65,197.7,198.99,193.15,195.48,172.11,173.54,174.09,175.4,186.57,188.55,187.77,188.96,177.41,178.91
2011-03-01 00:00:00,152.89,154.26,175.81,176.59,191.1,191.93,196.65,198.37,192.15,192.66,171.22,171.9,173.53,173.29,186.77,187.95,188,187.62,176.42,176.97
2011-04-01 00:00:00,155.35,154.74,178.56,177.69,193.84,193.55,196.87,196.39,196.44,195.95,171.32,171.04,175.03,173.4,188.78,187.71,191.4,189.6,178.4,177.41
2011-05-01 00:00:00,158.69,155.4,180.36,177.43,193.24,191.09,199.04,196.44,197.22,194.23,171.33,169.64,176.25,173.47,190.7,187.87,191.58,189.24,179.7,177
2011-06-01 00:00:00,160.39,156.25,180.81,177.35,195.42,191.47,199.86,196.2,199.23,194.93,171.55,168.97,177.35,173.7,193.49,188.64,194.68,191.04,181.22,177.41
2011-07-01 00:00:00,162.01,157.72,182.9,179.35,195.78,191.78,200.68,197,197.05,193.28,172.93,169.84,176.53,173.2,194.88,190.03,192.63,189.2,181.58,177.76
2011-08-01 00:00:00,159.51,155.73,182.5,179.66,194.66,191.16,199.55,196.84,196.48,193.18,171.02,168.86,177.22,174.31,192.79,189.08,191.16,188.86,180.41,177.31
2011-09-01 00:00:00,159.15,156.42,179.82,177.6,193.34,191.13,201.27,199.44,196.56,194.61,171.47,169.61,178.77,176.53,193.02,190.48,191.47,189.9,180.58,178.31
2011-10-01 00:00:00,156.81,155.24,178.58,177.18,191.74,189.49,198.33,197.38,195.69,193.97,170.09,168.98,176.52,175.18,192.61,190.54,190.83,190.07,178.9,177.4
2011-11-01 00:00:00,158.81,157.6,178.62,178.02,189.38,188.2,198.75,198.86,195.43,194.08,169.56,169.43,175.74,174.75,192.82,191.66,192.35,191.81,179.04,178.15
2011-12-01 00:00:00,155.58,156.72,181.03,181.78,188.82,188.79,199.88,201.47,194.75,194.69,167.93,169.14,176.39,176.48,187.77,188.04,191.64,192.65,178.02,178.63
2012-01-01 00:00:00,153.33,155.98,175.68,176.84,189.26,189.94,197.93,199.55,191.45,192.86,167.27,169.69,173.88,175.33,189.61,192.51,188.45,189.98,176.18,177.95
2012-02-01 00:00:00,153.46,155.89,177.4,178.88,186.8,188.44,200.25,201.67,191.14,193.7,168.22,169.88,174.64,176.08,188.94,191.19,191.05,192.32,176.77,178.46
2012-03-01 00:00:00,155.56,156.97,180.83,181.31,189.24,190.34,204.05,205.75,192.23,192.98,171.41,171.9,176.86,176.64,191.05,192.15,194.61,193.97,179.42,179.93
2012-04-01 00:00:00,158.59,157.77,182.23,181.06,190.01,189.7,208.47,207.81,191.8,191.66,173.72,173.17,180.83,179.26,192.52,191.52,196.75,194.92,181.94,180.85
2012-05-01 00:00:00,162.24,158.89,185.27,182.1,192.65,190.4,213.39,210.53,196.18,192.81,177.11,175.07,182.32,179.29,196.63,193.68,197.47,194.93,184.8,181.88
2012-06-01 00:00:00,163.6,159.09,186.21,182.49,194.58,190.27,218.68,214.42,197.79,193.13,179.81,176.98,183.37,179.45,199.13,194,199.62,195.81,186.77,182.64
2012-07-01 00:00:00,163.76,159.11,185.62,181.98,194,189.78,220.17,216.05,197.5,193.17,179.43,176.11,183.98,180.35,201,195.69,201,197.39,187.15,183.03
2012-08-01 00:00:00,164,159.98,184.38,181.55,193.8,190.09,220.04,217.02,197.9,194.2,183.25,180.93,184.84,181.88,199.04,195.18,199.87,197.66,187.55,184.3
2012-09-01 00:00:00,163.19,160.3,183.9,181.57,194.15,191.78,221.11,219.07,196.53,194.48,182.31,180.49,185.15,182.98,197.82,195.17,200.64,198.99,187.34,184.99
2012-10-01 00:00:00,162.4,160.9,184.4,183.08,191.44,189.35,221.03,220.14,195.49,193.94,185.16,184.18,184.79,183.47,198.87,197,200.47,199.91,187.29,185.87
2012-11-01 00:00:00,161.35,160.24,183.96,183.5,192.57,191.48,222.8,223.11,197.12,195.91,186.12,186.11,184.75,183.9,198.93,197.82,201,200.57,187.55,186.77
2012-12-01 00:00:00,159.46,160.72,183.97,184.66,191.98,192.05,222.67,224.55,196.58,196.78,187.28,188.74,184.38,184.55,197.86,198.23,199.9,200.87,186.98,187.69
2013-01-01 00:00:00,159.4,162.37,182.61,183.81,190.32,191.13,224.53,226.5,194.99,196.59,189.18,191.91,184.8,186.47,196.45,199.41,200.92,202.48,187.11,189.07
2013-02-01 00:00:00,160.19,162.87,184.07,185.64,191.11,193.13,226.53,228.09,195.03,197.67,191.16,193.2,186.81,188.3,197.03,199.48,202.3,203.62,188.46,190.33
2013-03-01 00:00:00,163.06,164.31,186.74,186.72,192.19,193.4,231.1,232.57,198.83,199.55,196.54,196.88,190.52,190.07,200.29,201.19,205.54,204.54,191.87,192.18
2013-04-01 00:00:00,166.38,165.27,189.05,187.37,194.54,194.23,236.16,235.18,198.45,198.32,200.98,200.03,191.92,190.15,201.64,200.49,207.21,205.37,194.41,193.1
2013-05-01 00:00:00,169.38,165.92,191,187.5,197.3,194.78,240.04,236.73,203.6,199.74,205.67,203.09,196,192.57,204.8,201.6,210.05,207.22,197.91,194.64
2013-06-01 00:00:00,171.84,166.88,193.4,189.46,199.65,194.89,243.24,238.27,205.33,200.09,209.12,205.76,197.87,193.43,209.24,203.82,211.8,207.73,200.46,195.85
2013-07-01 00:00:00,172.98,167.94,191.21,187.45,200.61,196.06,245.05,240.62,206.49,201.47,212.84,208.91,199.18,195.01,209.67,203.95,210.94,207.13,201.48,196.92
