Month,East_North_Central_NSA,East_North_Central_SA,East_South_Central_NSA,East_South_Central_SA,Middle_Atlantic_NSA,Middle_Atlantic_SA,Mountain_NSA,Mountain_SA,New_England_NSA,New_England_SA,Pacific_NSA,Pacific_SA,South_Atlantic_NSA,South_Atlantic_SA,West_North_Central_NSA,West_North_Central_SA,West_South_Central_NSA,West_South_Central_SA,USA_NSA,USA_SA
2013-08-01 00:00:00,172.5,168.22,190.56,187.66,199.48,195.48,245.1,241.77,206.11,201.96,212.91,210.29,198.8,195.69,208.98,204.92,210.21,207.92,201.01,197.5
2013-09-01 00:00:00,171.82,168.82,193.85,191.4,198.1,195.57,245.51,243.36,203.37,201.13,214.15,212.33,198.08,195.86,208.49,205.77,210.73,209.04,200.92,198.46
2013-10-01 00:00:00,170.31,168.86,191.02,189.82,198.13,196.14,248.02,247.21,202.79,201.5,214.26,213.43,198.27,196.82,206.35,204.61,210.42,210.03,200.41,199.04
2013-11-01 00:00:00,169.77,168.9,188.97,188.56,197.63,196.65,244.6,245.14,202.22,201.22,213.72,213.93,197.73,196.98,206.51,205.57,210.73,210.46,199.73,199.09
2013-12-01 00:00:00,168.98,170.43,189.28,189.84,195.39,195.51,244.23,246.25,200.58,201.14,213.47,215.15,198.3,198.5,205.19,205.68,212.87,213.76,199.5,200.29
2014-01-01 00:00:00,167.64,170.87,188.44,189.55,195.57,196.5,246.86,249.07,201.15,202.93,213.61,216.54,197.09,198.85,204.88,207.7,212.26,213.86,199.07,201.13
2014-02-01 00:00:00,168.24,171,189.99,191.57,193.93,196.15,249.82,251.28,198.93,201.58,216.56,218.75,198.67,199.96,205.31,207.85,213.6,214.87,200.1,201.98
2014-03-01 00:00:00,170.64,171.55,191.13,190.63,195.24,196.45,249.23,250.16,204.41,204.99,219.5,219.55,201.41,200.63,208.25,208.81,216.8,215.5,202.53,202.52
2014-04-01 00:00:00,173.86,172.47,193.65,191.75,197.56,197.24,253.17,251.74,203.27,202.87,222.15,220.71,202.91,200.84,211.73,210.26,217.09,215.29,204.73,203.15
2014-05-01 00:00:00,175.79,172.21,195.44,191.88,200.52,197.77,255.63,251.99,209.47,205.39,224.39,221.36,205.45,201.69,213,209.48,219.26,216.14,207.14,203.58
2014-06-01 00:00:00,178,172.72,197.16,193.06,203.15,198.22,258.95,253.74,211.08,205.47,226.7,223.06,207.91,203.13,215.95,210.37,221.19,216.95,209.49,204.6
2014-07-01 00:00:00,179.05,173.85,197.17,193.44,202.6,197.87,257.97,253.57,211.67,206.18,228.51,224.4,208.32,203.79,216.58,210.7,223.19,219.26,210.21,205.43
2014-08-01 00:00:00,179.03,174.69,196.94,194.11,202.96,198.73,259.72,256.33,210.82,206.48,229.06,226.31,206.33,203.27,215.52,211.33,222.61,220.18,209.82,206.22
2014-09-01 00:00:00,177.86,174.84,196.05,193.66,200.3,197.71,259.09,257.11,208.79,206.42,227.76,226.13,206.39,204.17,214.43,211.74,222.8,221.03,208.9,206.44
2014-10-01 00:00:00,177.36,175.99,195.68,194.61,200.44,198.54,259.34,258.73,207.35,206.22,228.55,227.91,206.81,205.31,214.52,212.89,221.98,221.66,208.83,207.53
2014-11-01 00:00:00,176.2,175.62,196.81,196.57,200.18,199.38,259.58,260.13,207.39,206.67,228.85,229.22,207.93,207.26,214.78,214,223.27,223.21,209.11,208.62
2014-12-01 00:00:00,175.79,177.31,194.95,195.42,200.35,200.56,261.37,263.48,205.56,206.42,229.41,231.22,208.26,208.46,213.6,214.34,223.89,224.72,209.06,209.88
2015-01-01 00:00:00,173.37,176.66,197.21,198.26,198.68,199.57,262.79,265.07,204.73,206.53,230,232.96,206.24,207.89,211.67,214.29,224.06,225.71,208.16,210.18
2015-02-01 00:00:00,175.65,178.35,195.92,197.31,198.16,200.41,266.01,267.07,207.33,209.91,231.86,233.81,210.53,211.64,212.11,214.59,225.93,227.08,210.12,211.85
2015-03-01 00:00:00,177.88,178.39,200.28,199.38,200.57,201.61,266.71,266.89,209.56,209.98,235.49,235.17,212.97,211.91,215.42,215.6,228.34,226.81,212.77,212.4
2015-04-01 00:00:00,180.61,178.9,202.89,200.85,201.38,201.04,270.33,268.4,210.91,210.1,238.91,237,214.37,211.91,219.25,217.4,230.06,228.22,215.08,213.19
2015-05-01 00:00:00,183.83,180.1,203.18,199.57,205.13,202.18,274.47,270.45,215.03,210.81,241.58,238.2,217.81,213.75,222.03,218.14,233.94,230.44,218.28,214.44
2015-06-01 00:00:00,186.62,181.12,204.34,200.21,207.14,202.12,276.72,271.38,219.01,213.16,243.17,239.36,219.83,214.89,223.9,218.27,235.24,230.88,220.35,215.28
2015-07-01 00:00:00,185.85,180.65,204.22,200.47,208.39,203.49,280.31,275.94,218.23,212.54,245.44,241.35,220.64,215.87,224.89,218.97,236.1,232.13,221.13,216.25
2015-08-01 00:00:00,184.44,180.13,204.98,202.08,208.19,203.88,279.1,275.61,217.09,212.64,245.02,242.28,219.29,216.15,224.91,220.62,235.79,233.09,220.41,216.7
2015-09-01 00:00:00,184.87,181.9,204.37,202.13,206.56,203.91,279.55,277.74,215.04,212.6,245.02,243.56,219.95,217.72,223.5,220.94,235.72,233.86,220.22,217.78
2015-10-01 00:00:00,184.28,182.89,204.63,203.67,206.4,204.55,278.57,278.03,214.51,213.46,246.15,245.72,220.82,219.31,223.38,221.78,235.43,235.17,220.29,219.01
2015-11-01 00:00:00,184.23,183.88,204.73,204.4,204.91,204.2,283,283.42,213.86,213.31,248.07,248.55,220.67,219.97,222.87,222.17,234.87,234.99,220.47,220.04
2015-12-01 00:00:00,182.85,184.43,205.46,205.91,204.58,204.84,280.08,282.06,214.43,215.51,248,249.87,220.72,220.88,223.94,224.9,235.18,236,220.18,221.02
2016-01-01 00:00:00,181.86,185.2,206.63,207.51,203.07,203.95,281.19,283.54,215.51,217.28,246.9,249.82,221.95,223.53,223.5,225.95,235.15,236.91,220.09,222.07
2016-02-01 00:00:00,181.88,184.32,204.73,205.79,204.03,206.18,284.89,285.64,211.92,214.23,251.24,252.89,221.22,222.08,225.37,227.82,236.33,237.27,220.8,222.29
2016-03-01 00:00:00,185.99,186.16,208.17,206.93,205.53,206.36,289.13,288.62,215.23,215.5,255.15,254.44,225.61,224.28,226.6,226.35,241.83,240.16,224.54,223.85
2016-04-01 00:00:00,188.61,186.65,210.6,208.56,207.36,206.91,291.9,289.57,219.58,218.24,258.48,256.13,228.61,225.77,229.82,227.59,242.65,240.68,227.16,224.97
2016-05-01 00:00:00,191.55,187.7,213.17,209.55,211.49,208.43,296.27,291.94,222.04,217.78,260.44,256.72,230.83,226.46,232.2,227.96,246.04,242.17,230.04,225.96
2016-06-01 00:00:00,194.41,188.8,213.72,209.51,214.7,209.73,298.46,293.24,224.63,218.73,261.86,257.96,233.58,228.59,234.59,228.89,247.54,243.02,232.34,227.19
2016-07-01 00:00:00,194.74,189.54,215.15,211.18,214.86,209.86,298.4,294.02,225.1,219.37,263.81,259.8,234.55,229.71,236.86,230.87,248.86,244.93,233.31,228.37
2016-08-01 00:00:00,195.26,190.97,215.56,212.53,214.64,210.33,299.69,296.2,225.14,220.58,263.68,260.99,234.19,230.86,235.36,231,248.32,245.41,233.23,229.44
2016-09-01 00:00:00,194.55,191.55,215.34,213.17,213.82,211.1,300.04,298.27,225.47,222.9,265.24,263.83,234.57,232.24,235.47,232.94,247.78,245.79,233.23,230.73
2016-10-01 00:00:00,194.13,192.68,214.64,213.67,214.3,212.49,302.35,301.81,224.07,222.89,265.1,264.82,235.41,233.83,234.88,233.24,247.24,246.86,233.26,231.94
2016-11-01 00:00:00,193.49,193.25,214.94,214.52,214.08,213.39,302.3,302.53,225.59,225,266.54,267.08,234.93,234.14,235.78,235.19,247.83,247.94,233.42,232.98
2016-12-01 00:00:00,193,194.65,217.02,217.32,212.95,213.29,302.98,304.82,223.8,224.8,266.88,268.87,235.6,235.7,233.86,235.1,249.11,249.94,233.49,234.34
2017-01-01 00:00:00,191.35,194.71,213.08,213.73,212.31,213.09,303.33,305.86,224.72,226.29,267.29,270.13,234.68,235.99,233.14,235.56,249.6,251.52,232.73,234.63
2017-02-01 00:00:00,193.77,195.94,216.95,217.61,212.72,214.72,307.79,308.3,223.82,225.94,270.09,271.32,236.48,237.05,234.29,236.54,251.07,251.83,234.73,235.94
2017-03-01 00:00:00,197.6,197.42,220.49,219.04,213.7,214.2,312.03,310.84,228.31,228.37,275.03,273.89,240.09,238.5,238.92,238.27,253.67,251.89,238.31,237.29
2017-04-01 00:00:00,199.89,197.69,221.66,219.68,217.4,216.75,315.18,312.41,231.35,229.5,278.56,275.74,244.4,241.11,241.73,239.21,257.59,255.47,241.56,239.06
2017-05-01 00:00:00,202.8,198.79,224.24,220.65,220.02,216.84,319.65,315.1,233.81,229.55,282.44,278.38,245.92,241.28,246.05,241.42,261,256.82,244.52,240.21
2017-06-01 00:00:00,204.4,198.72,226.6,222.38,222.84,218.02,321.8,316.64,237,231.18,283.95,280,247.65,242.79,247.38,241.65,261.39,256.7,246.29,241.12
2017-07-01 00:00:00,205.47,200.26,227.89,223.65,224.34,219.31,323.29,318.69,237.98,232.29,284.88,281.05,248.64,243.87,248.27,242.26,262.04,258.13,247.35,242.4
2017-08-01 00:00:00,205.69,201.42,226.92,223.71,225.13,220.9,324.18,320.69,237.63,232.9,286.92,284.25,249.65,246.04,248.15,243.78,262.15,258.99,247.9,243.99
2017-09-01 00:00:00,204.93,201.82,226.19,224.07,224.91,222.06,325,323.06,237.03,234.33,288.33,286.91,248.99,246.46,246.47,243.9,263.23,261.12,247.73,245.1
2017-10-01 00:00:00,204.62,203,227.38,226.34,224.09,222.32,326.32,325.67,236.28,234.97,286.68,286.42,249.48,247.83,246.87,245.02,261.94,261.37,247.48,246.05
2017-11-01 00:00:00,204.22,204.1,226.7,226.18,223.11,222.3,330.2,330.31,236.42,235.69,289.18,289.78,250.12,249.2,248.14,247.6,264.24,264.23,248.28,247.77
2017-12-01 00:00:00,204.12,205.91,227.07,227.25,222.95,223.29,329.22,331.02,235.9,236.81,288.78,290.98,250.73,250.81,245.49,246.96,263.25,264.17,247.93,248.83
2018-01-01 00:00:00,204.28,207.7,228.26,228.8,224.53,225.27,332.09,334.9,236.3,237.82,290.51,293.35,251.59,252.75,247.95,250.47,262.43,264.45,248.89,250.77
2018-02-01 00:00:00,206.93,208.84,229.27,229.59,223.81,225.56,336.18,336.61,238.21,240.35,295.67,296.55,254.32,254.6,248.59,250.68,267.64,268.26,251.57,252.53
2018-03-01 00:00:00,209.32,208.87,232.78,231.24,228.47,228.66,341.56,339.88,239.39,239.14,297.97,296.45,257.1,255.2,253.54,252.48,269.14,267.33,254.6,253.28
2018-04-01 00:00:00,212.23,209.79,232.63,230.69,228.56,227.54,343.83,340.38,242.02,239.74,300.7,297.4,260.74,257.17,255.22,252.44,270.47,268.18,256.77,253.96
2018-05-01 00:00:00,214.49,210.28,238.22,234.65,231.69,228.22,348.14,343.2,246.49,242.2,302.56,298.05,263.3,258.41,258.78,253.72,273.11,268.75,259.78,255.2
2018-06-01 00:00:00,217.44,211.62,239.57,235.27,234.04,229.32,352.47,347.15,248.82,243.11,304.07,300.01,262.78,258.04,261.03,255.08,274.63,269.66,261.54,256.29
2018-07-01 00:00:00,217.4,212.1,239.03,234.58,235.34,230.24,352.29,347.11,249.04,243.28,304.51,300.87,265.28,260.52,263.11,256.96,274.46,270.56,262.33,257.29
2018-08-01 00:00:00,217.57,213.31,239.93,236.69,234.26,230.18,353.24,349.64,249.68,244.78,306.05,303.36,265.77,261.77,260.9,256.44,275.63,272.35,262.64,258.62
2018-09-01 00:00:00,217.42,214.14,238.54,236.33,234.07,231.18,353.9,351.68,248.01,245.12,304.66,303.26,264.88,262.13,259.68,256.89,273.99,271.69,261.81,259.02
2018-10-01 00:00:00,217.14,215.42,239.64,238.38,232.7,230.89,354.22,353.47,248.72,247.31,303.92,303.68,263.73,261.97,260.64,258.62,274.12,273.42,261.51,259.96
2018-11-01 00:00:00,215.41,215.4,241.36,240.74,234.34,233.36,355.94,356.17,247.52,246.83,303.97,304.76,265.42,264.47,260.21,259.84,275.81,275.69,262.04,261.55
2018-12-01 00:00:00,214.38,216.35,240.05,240.12,233.65,234.15,354.43,356.49,247.11,248.03,303.04,305.62,265.9,266.08,259.04,260.74,274.31,275.39,261.26,262.31
2019-01-01 00:00:00,214.27,217.7,240.54,240.97,234.5,235.21,357.7,361.02,246.82,248.34,303.83,306.66,266.2,267.3,259.79,262.53,275.8,277.99,261.94,263.85
2019-02-01 00:00:00,217.72,219.41,243.12,243.14,233.92,235.49,359.21,359.75,249.11,251.41,306.52,307.07,267.71,267.69,261.52,263.42,276.74,277.33,263.82,264.57
2019-03-01 00:00:00,219.97,219.3,245.14,243.59,235.42,235.25,362.8,360.79,251.04,250.39,310.47,308.64,270.98,268.78,266.47,265.07,280.92,279.19,266.9,265.33
2019-04-01 00:00:00,223.2,220.48,248.08,246.13,238.18,236.74,370.13,365.82,254.12,251.31,313.81,310.02,273.82,269.98,267.76,264.64,281.37,278.8,269.76,266.58
2019-05-01 00:00:00,226.08,221.56,249.62,246,241.52,237.62,372.26,366.74,256.94,252.4,316.24,311.26,277.28,272.22,270.55,264.96,284.79,280.27,272.68,267.78
2019-06-01 00:00:00,228.22,222.24,252.74,248.25,242.95,238.27,373.97,368.26,259.04,253.28,316.71,312.45,277.37,272.56,272.9,266.69,286.61,281.31,274.19,268.76
2019-07-01 00:00:00,228.63,223.16,253.33,248.55,243.92,238.72,377.26,371.56,260.18,254.25,318.12,314.7,278.13,273.28,273.51,267.22,285.78,281.81,274.93,269.76
2019-08-01 00:00:00,228.55,224.31,251.86,248.49,244.17,240.31,376.11,372.51,261.13,256.04,318.09,315.39,278.44,274.14,273.51,268.95,286.62,283.22,274.97,270.86
2019-09-01 00:00:00,228.46,225,254,251.74,243.56,240.67,378.56,376.16,259.04,255.95,318.04,316.68,280.14,277.19,273.82,270.8,286.38,283.87,275.41,272.47
2019-10-01 00:00:00,227.88,226.12,253.65,252.19,244.51,242.64,378.98,378.22,259.06,257.45,318.66,318.38,280.41,278.51,273.6,271.46,286.47,285.64,275.53,273.86
2019-11-01 00:00:00,228.61,228.74,252.34,251.6,245.12,243.99,380.03,380.71,260.48,259.89,319.83,320.97,280.91,279.93,272.84,272.66,286.79,286.66,275.99,275.55
2019-12-01 00:00:00,226.99,229.18,255.59,255.71,245.99,246.71,382.83,385.58,260.28,261.38,319.83,322.92,281.31,281.63,274.19,276.18,288.36,289.58,276.54,277.81
2020-01-01 00:00:00,227.08,230.62,256.71,257.26,246.22,247.09,384.92,389.04,261.97,263.79,322.08,325.14,283.73,284.91,272.69,275.78,288.91,291.27,277.56,279.65
2020-02-01 00:00:00,230.83,232.47,259.36,259.18,247.97,249.48,390.86,391.63,262.9,265.52,326.32,326.8,287.79,287.5,276.86,278.69,290.82,291.47,280.95,281.62
2020-03-01 00:00:00,234.13,233.33,261.58,259.99,249.59,249.26,395.58,393.38,266.61,265.56,330.49,328.33,288.96,286.44,279.77,278.2,294.01,292.4,283.75,281.98
2020-04-01 00:00:00,236.46,233.43,264.27,262.13,251.83,249.89,398.22,392.82,268.78,265.23,332.97,328.59,290.96,286.87,283.32,279.72,295.47,292.5,286.06,282.43
2020-05-01 00:00:00,237.75,232.73,265.07,261.23,253.59,249.13,397.96,391.49,268.19,263.25,330.95,325.33,292.24,286.9,284.38,278.05,296.6,291.77,286.78,281.37
2020-06-01 00:00:00,241.17,234.83,267.83,263.01,254.67,249.84,403.21,396.66,272.22,265.97,335.31,330.44,294.9,289.66,288.24,281.56,301.59,295.77,290.23,284.34
2020-07-01 00:00:00,244.68,238.89,272.1,266.83,258.95,253.37,409.56,402.94,278.07,271.69,339.54,336.05,298.61,293.32,291.71,285,302.22,297.98,293.95,288.39
2020-08-01 00:00:00,246.97,242.6,274.42,270.91,263.36,259.54,414.58,410.87,282.71,277.3,343.97,341.04,302.92,298.28,295.08,290.22,306.37,302.81,297.74,293.42
2020-09-01 00:00:00,250.05,246.28,277.87,275.41,267.43,264.51,421.79,419.22,286.59,283.15,349.46,348.23,305.89,302.65,298.16,294.84,308.56,305.68,301.41,298.23
2020-10-01 00:00:00,251.72,250,280.83,279.02,270.24,268.16,426.23,425.43,291.26,289.53,353.87,353.7,310.06,307.97,300.33,298.07,311.61,310.63,304.65,302.86
2020-11-01 00:00:00,252.7,252.96,281.78,280.84,272.72,271.52,431.98,433.42,293.99,293.92,358.01,359.73,312.82,311.8,300.13,300.3,312.2,312.28,306.74,306.47
2020-12-01 00:00:00,253.74,256.38,284.89,285.1,274.17,275.43,436.67,440.58,295.79,297.5,359.99,364.05,315.14,315.82,301.5,303.91,315.32,316.77,308.88,310.62
2021-01-01 00:00:00,255.08,259.04,287.5,288.23,277.27,278.57,441.53,447.08,298.63,301.06,364.26,367.89,318.26,319.71,304.05,307.73,318.29,321.06,311.79,314.32
2021-02-01 00:00:00,258.77,260.62,290.56,290.12,278.08,279.68,451.99,453.11,299.25,302.47,373.18,373.82,323.01,322.49,308.19,310.09,323.42,324.22,316.41,317.13
2021-03-01 00:00:00,264.14,263.14,296.07,294.29,283.89,283.37,464.36,461.61,309.89,308.33,382.15,379.44,331.86,328.91,313.97,312.24,329.61,328,323.77,321.69
2021-04-01 00:00:00,270.17,266.53,301.99,299.2,291.6,288.89,478.66,471.25,317.46,312.35,391.67,385.95,337.77,332.91,320.44,315.93,336.59,332.8,331.11,326.52
2021-05-01 00:00:00,275.94,269.69,309.84,305.24,297.14,291.39,490.01,481.13,326.42,320.04,401.78,394.52,345.19,338.83,328.94,321.1,342.33,336.39,338.56,331.82
2021-06-01 00:00:00,282.15,274.63,315.88,309.97,300.48,294.68,503.62,494.69,330.96,322.97,407.31,400.82,352.71,345.9,333.43,325.57,350.81,343.69,345.14,337.81
2021-07-01 00:00:00,283.9,277.13,321.59,315.21,304.4,297.65,512.84,504.18,335.76,327.93,412.01,407.79,359.06,352.45,336.37,328.63,355.17,350.08,349.68,342.94
2021-08-01 00:00:00,283.94,279.09,324.18,320.07,303.97,299.95,518.77,514.51,334.89,328.68,415.83,412.18,364.86,359.42,337.05,331.54,357.46,353.33,352.04,347.08
2021-09-01 00:00:00,285.65,281.38,326.87,324,305.25,302.06,521.39,518.45,337.52,333.34,417.52,416.29,366.68,362.76,338.79,334.91,363.43,359.91,354.45,350.73
2021-10-01 00:00:00,286.48,284.73,331.21,328.77,308.5,306.07,526.92,525.99,337.36,335.44,422.65,422.68,371.14,368.64,340.32,338.02,365.07,363.89,357.41,355.38
2021-11-01 00:00:00,287.86,288.34,336.24,335.17,310.29,309.18,532.25,534.82,338.93,339.47,425.1,427.62,376.6,375.41,339.78,340.33,368.93,369.48,360.42,360.38
2021-12-01 00:00:00,288.68,291.85,337.78,338.2,310.29,312.22,537.66,543.41,343.79,346.4,429.61,435.04,380.79,382.03,343.28,346.35,372.01,373.85,363.23,365.64
2022-01-01 00:00:00,291.67,296.24,341.2,342.43,315.26,317.18,543.85,551.69,346.7,350.06,437.28,441.92,386.77,388.76,344.55,348.94,376.19,379.65,367.82,371.08
2022-02-01 00:00:00,297.39,299.67,348.66,348.08,319.21,320.99,560.26,561.99,351.22,355.34,445.42,446.4,397.52,396.86,353.14,355.29,382.89,384,375.65,376.59
2022-03-01 00:00:00,303.61,302.38,355.5,353.41,326,325.42,576.63,573.11,360.5,358.46,454.79,451.46,406.11,402.61,358.31,356.45,388.92,387.28,383.46,381
2022-04-01 00:00:00,309.76,305.39,359.08,355.35,331.31,327.64,588.99,578.96,371.43,364.4,462.01,454.73,415.64,409.62,368.28,362.61,400.13,395.22,391.68,385.85
2022-05-01 00:00:00,315.74,308.08,366.25,360.67,337.94,330.81,595.41,583.46,377.5,369.53,462.73,453.8,422.41,414.53,374.23,364.79,406.81,399.25,397.55,389.16
2022-06-01 00:00:00,316.87,308.21,371.46,364.22,340.52,333.61,591.5,580,377.46,367.57,459.27,451.12,426.29,417.36,373.85,364.8,409.43,400.81,398.89,389.93
2022-07-01 00:00:00,315.55,307.88,371.06,363.52,339.98,332.09,583.44,572.97,374.52,365.39,451.08,446.29,423.6,415.52,373.57,364.91,406.75,400.71,396.11,388.22
2022-08-01 00:00:00,312.77,307.48,368.83,364.27,334.75,330.49,569.95,565.3,372.89,366.09,446.67,442.39,420.88,414.83,370.6,364.52,404,399.4,392.33,386.83
2022-09-01 00:00:00,313.95,309.34,370.05,366.86,335.47,332.03,568.17,565.13,367.35,362.45,444.86,443.76,420.9,416.55,369.62,365.39,403.32,399.14,392.01,387.93
2022-10-01 00:00:00,311.31,309.64,368.99,366.09,333.55,330.86,568.34,567.26,368.9,366.95,441.98,442.25,420.69,418.01,368.86,366.8,402.21,401.06,390.67,388.58
2022-11-01 00:00:00,310.17,310.88,365.95,364.96,335.49,334.63,559.72,562.89,367.04,368.23,434.11,437.1,419.87,418.59,368.27,369.1,402.12,403.1,388.72,388.94
2022-12-01 00:00:00,308.68,312.21,369.11,369.97,333.16,335.77,554.34,560.82,363.11,366.42,431.25,437.18,418.11,419.8,364.36,367.97,400.18,402.28,386.65,389.55
2023-01-01 00:00:00,309.3,314.24,369.05,370.75,332.92,335.33,551.77,560.37,368.32,372.15,431.36,436.03,420.38,422.7,364.43,369.19,395.42,399.32,386.69,390.33
2023-02-01 00:00:00,313.03,315.56,376.18,375.68,336.6,338.47,567.47,569.36,371.47,375.85,435.41,436.51,424.73,423.87,371.04,373.25,403.83,405.15,392.32,393.34
2023-03-01 00:00:00,320.33,318.96,377.09,375.03,341.95,341.29,565.58,561.78,381.03,378.73,441.08,437.72,430.89,427.19,377.12,375.14,408.22,406.75,397.72,395.14
2023-04-01 00:00:00,326.42,321.65,379.57,375.45,350.18,345.9,576.16,565.66,391.71,383.51,446.68,439.12,435.25,428.61,383.61,377.21,412,406.55,403.67,397.26
2023-05-01 00:00:00,333.78,325.26,383.6,377.77,354.52,346.58,578.46,565.87,392.07,383.16,455.5,446.3,440.45,431.83,389.77,379.47,416.79,408.54,409.25,400.15
2023-06-01 00:00:00,334.92,325.58,385.57,377.74,358.35,350.79,583.83,571.53,403.26,392.05,457.38,448.65,445.09,434.87,392.75,382.99,416.6,407.6,412.2,402.46
2023-07-01 00:00:00,337.02,328.67,389.32,381.5,363.18,354.43,587.35,576.45,403.74,393.71,454.79,449.86,449.14,440.11,394.69,385.45,416.59,410.33,414.27,405.79
2023-08-01 00:00:00,338.69,333.01,388.34,383.68,364.63,360.22,585.61,580.91,405.46,398.27,457.99,453.32,448.1,441.73,394.77,388.21,416.93,412.2,414.92,409.13
2023-09-01 00:00:00,339.72,334.82,388.04,384.89,364.17,360.4,587.93,585,408.75,403.21,455.71,454.72,451.12,446.46,392.83,388.32,420.93,416.48,415.98,411.67
2023-10-01 00:00:00,339.23,337.54,391.16,387.76,366.38,363.51,586.06,584.85,407.68,405.73,456.24,456.71,450.95,448.11,393.2,391.32,417.14,416.05,415.79,413.63
2023-11-01 00:00:00,339.07,340.02,392.82,391.8,366.67,366.06,586.43,589.92,402.1,403.91,456.07,459.52,451.13,449.67,391.83,392.72,415.83,417.12,415.41,415.8
2023-12-01 00:00:00,336.68,340.57,391.76,392.77,364.04,367.2,583.86,590.94,400.55,404.58,453.48,459.9,450.7,452.64,386.69,390.69,413.96,416.22,413.29,416.52
2024-01-01 00:00:00,335.34,340.72,387.8,389.73,363.04,365.89,584.05,593.5,401.35,405.81,454.16,459.11,447.19,449.65,391.05,396.17,414.22,418.48,412.49,416.46
2024-02-01 00:00:00,342.38,345.21,394.66,394.06,371.98,374.11,592.8,594.82,414.55,419.56,466.6,467.87,456.41,455.41,397.81,400.1,418.74,420.18,420.9,422
2024-03-01 00:00:00,348.28,346.73,396.3,394.1,378.48,377.72,600.19,595.89,417.59,415.12,467.28,463.58,460.1,456.12,401.73,399.51,422.23,420.77,425.02,422.2
2024-04-01 00:00:00,353.27,347.98,404.45,399.89,382.31,377.42,607.45,595.87,427.1,417.8,473.96,465.66,465.75,458.45,410.15,402.96,426.38,420.44,430.99,423.9
2024-05-01 00:00:00,359.35,349.85,403.68,397.45,387.5,378.56,611.43,597.38,428.85,418.83,474.24,464.35,468.3,458.85,412.19,401.03,428.73,419.83,434,424.02
2024-06-01 00:00:00,361.17,350.96,410.07,401.5,386.59,378.23,606.56,593.19,430.7,418.34,473.13,463.66,471.56,460.26,411.17,400.75,429.11,419.6,434.96,424.36
2024-07-01 00:00:00,363.85,354.77,408.97,400.78,389.33,379.79,607.81,596.35,433.06,422.27,471.75,466.53,467.85,458.22,412.17,402.37,425.3,418.77,434.6,425.58
2024-08-01 00:00:00,361.79,355.73,409.25,404.48,386.15,381.58,603.97,599.36,430.92,423.31,472.52,467.45,466.03,459.53,413.34,406.39,425.84,420.98,433.48,427.43
2024-09-01 00:00:00,361.74,356.55,411.07,407.84,390.52,386.59,611.32,608.64,435.58,429.7,470.82,469.81,467.05,462.22,414.16,409.48,426.06,421.5,434.79,430.33
2024-10-01 00:00:00,361.78,360.06,412.29,408.62,391.7,388.73,605.8,604.66,433.14,431.14,467.82,468.41,468.83,465.95,411.02,409.26,427.38,426.35,434.48,432.3
2024-11-01 00:00:00,359.05,360.12,407.27,406.28,389.89,389.42,605.15,609.15,432.84,434.94,466.71,470.39,469.97,468.46,411.89,412.74,423.31,424.68,432.94,433.42
